calibration_fraction_used,method,num_configs,average_precision_mean,average_precision_std_across_configs,best_f1_mean,best_f1_std_across_configs,tecr_mean,tecr_std_across_configs,ap_delta_pct,ap_delta_pct_std_across_configs,f1_delta_pct,f1_delta_pct_std_across_configs,tecr_reduction_pct,tecr_reduction_pct_std_across_configs,tecr_reduction_pct_vs_main_clip_knn
0.125,clip_knn,12,0.8518501534510936,0.007769904466268505,0.7678186601382015,0.009379002870453205,0.27041670280340113,0.040568907176481095,0.0,0.0,0.0,0.0,0.0,0.0,-4.31470165290346
0.125,heldout_gate,12,0.8518937344827355,0.007601397019561955,0.7661816784129136,0.0080081315875971,0.23311670798764678,0.058425688416449455,0.005311675507141738,0.08410001213772753,-0.2090295215085867,0.7096440059214472,14.571034971529174,11.043048386470957,10.073972532245001
0.25,clip_knn,12,0.8518501534510936,0.007769904466268505,0.7692264998051197,0.007170196094862398,0.2598362405037027,0.023439115757247664,0.0,0.0,0.0,0.0,0.0,0.0,-0.23323125295834712
0.25,heldout_gate,12,0.8520013087131236,0.0075310793802893915,0.768510553569388,0.0062763480812454775,0.22375138688276328,0.028952429694494505,0.017991845280461757,0.05648131782192166,-0.09144620189642316,0.38929372707262383,13.969542621438224,6.563120857220715,13.68669566218354
0.5,clip_knn,12,0.8518501534510936,0.007769904466268505,0.7709133252962845,0.007703330314743156,0.2604865545970561,0.028929835906395248,0.0,0.0,0.0,0.0,0.0,0.0,-0.4840934220683661
0.5,heldout_gate,12,0.8519710851376454,0.007525520777316364,0.7697699842586369,0.006480208271305064,0.21849376144544597,0.027917790977656246,0.014451464902608005,0.06327961729102695,-0.1464369610548393,0.3430638175593813,16.08552398702273,6.810455383122594,15.714853032681486
1.0,clip_knn,12,0.8518501534510936,0.007769904466268505,0.7713417991779267,0.00790798887719497,0.2592316313219063,0.02173180246847094,0.0,0.0,0.0,0.0,0.0,0.0,-2.1413725997938e-14
1.0,heldout_gate,12,0.8519926510314267,0.007498319322074888,0.7703855217383547,0.006824955398855999,0.21257889183096906,0.02184633060190273,0.017014361145054217,0.07007590974058026,-0.1224631783460124,0.254900136909208,17.991281013579645,4.37046340286473,17.996545889496478
