method,num_configs,ap_mean,ap_std,f1_mean,f1_std,tecr_mean,tecr_std,tecr_reduction_pct
clip_knn_global_threshold,10,0.7863049875032917,0.04805019072845189,0.7339000593616115,0.037531038973429715,0.2570822168961401,0.05153893890267799,0.0
clip_knn_class_thresholds,10,0.7863049875032917,0.04805019072845189,0.7317532687629446,0.040528481416621305,0.23630518893968716,0.04817712756614757,8.08186120662198
clip_knn_isotonic_global_threshold,10,0.7755669038908625,0.04742786055896479,0.7348678300557155,0.04023503309328318,0.24272453783313294,0.05221939558136587,5.5848588970304265
heldout_gate_global_threshold,10,0.7860548697739869,0.047922854062915514,0.7310213139134701,0.03820091067446936,0.19197673137019153,0.03644830227251797,25.32477209508849
heldout_gate_class_thresholds,10,0.7860548697739869,0.047922854062915514,0.7292814211579682,0.04017037347025332,0.19948682088459346,0.038647055149486825,22.403492823004118
