method,num_configs,average_precision_mean,average_precision_std,auroc_mean,auroc_std,best_f1_mean,best_f1_std,tecr_mean,tecr_std,ap_delta_pct,f1_delta_pct,tecr_reduction_pct
asl_class_thresholds,10,0.8004312886710636,0.041822582082801,0.8827242274259154,0.006931117708427323,0.7503297297735265,0.035971916506857514,0.2157047313923092,0.034769916541654816,0.0,0.3907734767466572,14.321895454558016
asl_gate_class_thresholds,10,0.798909315890701,0.042357272252149275,0.8792721511321708,0.008404717961096875,0.7421520186015012,0.04087679302579716,0.1924929916531015,0.03146386830795636,-0.19014408880610906,-0.7033678284057501,23.54161841205052
asl_gate_global_threshold,10,0.798909315890701,0.042357272252149275,0.8792721511321708,0.008404717961096875,0.746878510929401,0.03548369726713367,0.22489055783508363,0.05354649985324184,-0.19014408880610906,-0.07098422183721119,10.673277303160459
asl_global_threshold,10,0.8004312886710636,0.041822582082801,0.8827242274259154,0.006931117708427323,0.7474090534299191,0.03447552387592561,0.25176179204326776,0.06226718370868494,0.0,0.0,0.0
