method,n,average_precision,average_precision_std,best_f1,best_f1_std,tecr,tecr_std,ap_delta_pct,f1_delta_pct,tecr_reduction_pct
clip_knn,12,0.8518501534510935,0.007769904466268505,0.7713417991779267,0.00790798887719497,0.2592316313219063,0.02173180246847094,0,0,0
entropy_reject,12,0.8512445456267997,0.007774535704458978,0.7708129458762091,0.007955747922523987,0.255416549877802,0.019603917112471593,-0.07109323416099163,-0.06856276974503747,1.4716882444669146
