method,num_splits,average_precision_mean,average_precision_std,auroc_mean,auroc_std,best_f1_mean,best_f1_std,tecr_mean,tecr_std,ap_delta_pct,f1_delta_pct,tecr_reduction_pct
clip_knn,5,0.854731289324737,0.03226660105313878,0.8724450057299956,0.0252414576297341,0.7753562893354093,0.032128123653411514,0.26540014187145794,0.03850952620196903,0.0,0.0,0.0
elta_confidence_eval_oracle,5,0.8547238922654055,0.032269589189336395,0.8725096520421168,0.02541221517392254,0.7768184651333052,0.033778416881735225,0.23502559655892657,0.0173458030932595,-0.0008654251252868194,0.18858114882245466,11.444811256823956
elta_confidence_heldout,5,0.8530507798195434,0.03407053478297176,0.8700455573850142,0.027813037990846924,0.7694527354003757,0.040445049964614725,0.22545573479593042,0.05278682488637055,-0.19661261102553743,-0.7613988583356688,15.050635163139404
