method,n,average_precision_mean,average_precision_std,best_f1_mean,best_f1_std,tecr_mean,tecr_std,avg_predicted_labels_mean,avg_predicted_labels_std,coverage_mean,coverage_std,ap_delta_pct,ap_delta_pct_std,f1_delta_pct,f1_delta_pct_std,tecr_reduction_pct,tecr_reduction_pct_std
clip_knn,12,0.8518501534510937,0.007769904466268504,0.7713417991779266,0.00790798887719497,0.2592316313219063,0.02173180246847094,0.7561,0.032769761560427484,0.8328777966113977,0.01846743819319287,0.0,0.0,0.0,0.0,0.0,0.0
odin_low_reject,12,0.8517107615691352,0.007889221773803442,0.7712149569912533,0.008057366108807302,0.2592316313219063,0.02173180246847094,0.7558416666666666,0.03272863517786925,0.8326083900740908,0.018710208788645776,-0.01647550444254822,0.041084707401412957,-0.01661966415951745,0.04850669518158699,0.0,0.0
